filename,width,height,class,xmin,ymin,xmax,ymax
20211121_171739.jpg,360,640,d6p-4,66,174,114,224
20211121_171739.jpg,360,640,d6p-4,198,221,245,265
20211121_171739.jpg,360,640,d8p-2,69,257,124,313
20211121_171739.jpg,360,640,d8p-7,201,390,258,443
20211121_171758.jpg,360,640,d6-4,204,80,254,142
20211121_171758.jpg,360,640,d6-6,55,269,111,320
20211121_171758.jpg,360,640,d6p-2,155,80,199,144
20211121_171758.jpg,360,640,d6p-2,77,324,140,380
20211121_171758.jpg,360,640,d10-8,197,192,252,257
20211121_171758.jpg,360,640,d10-4,255,240,311,311
20211121_171758.jpg,360,640,d10-10,102,396,150,461
20211121_171758.jpg,360,640,d10-7,191,326,245,384
20211121_171758.jpg,360,640,d8p-6,241,323,287,374
20211121_171758.jpg,360,640,d8p-2,133,429,187,489
20211121_171839.jpg,360,640,d6-6,295,391,343,434
20211121_171839.jpg,360,640,d6-5,78,219,135,263
20211121_171839.jpg,360,640,d10-8,85,386,141,437
20211121_171839.jpg,360,640,d10-10,179,177,232,227
20211121_171839.jpg,360,640,d10-3,175,74,227,135
20211121_171839.jpg,360,640,d10-6,270,123,320,187
20211121_171839.jpg,360,640,d6p-6,87,50,145,112
20211121_171839.jpg,360,640,d6p-3,187,422,228,470
20211121_171839.jpg,360,640,d8p-3,87,299,132,346
20211121_171839.jpg,360,640,d8p-1,28,145,80,194
20211121_171906.jpg,640,360,d6-6,253,198,292,232
20211121_171906.jpg,640,360,d6-2,104,143,157,186
20211121_171906.jpg,640,360,d6p-2,184,255,232,307
20211121_171906.jpg,640,360,d6p-6,274,35,314,76
20211121_171906.jpg,640,360,d10-10,187,21,236,72
20211121_171906.jpg,640,360,d10-6,398,180,447,232
20211121_171906.jpg,640,360,d10-9,199,101,246,148
20211121_171906.jpg,640,360,d10-3,326,112,374,159
20211121_171906.jpg,640,360,d8p-2,140,89,189,135
20211121_171906.jpg,640,360,d8p-7,275,271,323,318
20211121_171921.jpg,640,360,d6-6,206,245,256,295
20211121_171921.jpg,640,360,d6-3,161,97,211,143
20211121_171921.jpg,640,360,d6p-2,211,99,255,146
20211121_171921.jpg,640,360,d6p-6,392,58,448,115
20211121_171921.jpg,640,360,d10-7,345,14,404,69
20211121_171921.jpg,640,360,d10-7,117,104,174,155
20211121_171921.jpg,640,360,d10-1,289,275,342,326
20211121_171921.jpg,640,360,d10-7,339,245,386,307
20211121_171921.jpg,640,360,d8p-5,119,248,175,293
20211121_171921.jpg,640,360,d8p-3,296,107,340,157
20211121_171935.jpg,640,360,d6-5,92,249,145,301
20211121_171935.jpg,640,360,d6-3,214,124,266,171
20211121_171935.jpg,640,360,d6p-5,217,199,276,252
20211121_171935.jpg,640,360,d6p-5,354,231,414,286
20211121_171935.jpg,640,360,d10-10,70,160,125,211
20211121_171935.jpg,640,360,d10-8,271,68,321,118
20211121_171935.jpg,640,360,d10-1,354,15,411,73
20211121_171935.jpg,640,360,d10-8,131,271,191,321
20211121_171935.jpg,640,360,d8p-5,190,102,229,143
20211121_171935.jpg,640,360,d8p-2,275,111,321,163
20211121_172005.jpg,640,360,d6-6,167,162,219,207
20211121_172005.jpg,640,360,d6-5,152,197,196,241
20211121_172005.jpg,640,360,d6p-3,302,241,349,293
20211121_172005.jpg,640,360,d6p-3,161,236,209,278
20211121_172005.jpg,640,360,d10-8,209,250,261,309
20211121_172005.jpg,640,360,d10-7,360,233,417,290
20211121_172005.jpg,640,360,d10-7,379,191,432,233
20211121_172005.jpg,640,360,d10-6,223,179,274,239
20211121_172005.jpg,640,360,d8p-2,275,70,322,123
20211121_172005.jpg,640,360,d8p-7,132,260,186,308
20211121_172021.jpg,640,360,d6-2,397,118,443,168
20211121_172021.jpg,640,360,d6-1,257,142,311,197
20211121_172021.jpg,640,360,d10-2,130,188,201,254
20211121_172021.jpg,640,360,d10-10,314,190,370,258
20211121_172021.jpg,640,360,d10-1,250,202,314,255
20211121_172021.jpg,640,360,d10-10,326,81,392,133
20211121_172021.jpg,640,360,d6p-5,206,133,261,187
20211121_172021.jpg,640,360,d6p-6,325,145,377,197
20211121_172021.jpg,640,360,d8p-2,300,118,342,162
20211121_172021.jpg,640,360,d8p-5,356,123,399,167
20211121_172036.jpg,640,360,d6-4,397,42,455,103
20211121_172036.jpg,640,360,d6-1,178,235,239,294
20211121_172036.jpg,640,360,d10-5,107,233,174,298
20211121_172036.jpg,640,360,d10-4,442,152,499,208
20211121_172036.jpg,640,360,d10-3,356,98,423,159
20211121_172036.jpg,640,360,d10-6,351,188,426,241
20211121_172036.jpg,640,360,d6p-6,295,211,351,271
20211121_172036.jpg,640,360,d6p-1,251,231,307,291
20211121_172036.jpg,640,360,d8p-3,199,166,248,219
20211121_172036.jpg,640,360,d8p-6,221,204,268,248
20211121_172050.jpg,640,360,d6-3,424,31,502,116
20211121_172050.jpg,640,360,d6-5,324,176,397,255
20211121_172050.jpg,640,360,d10-4,109,246,189,309
20211121_172050.jpg,640,360,d10-4,367,38,433,124
20211121_172050.jpg,640,360,d10-9,487,178,575,254
20211121_172050.jpg,640,360,d10-7,417,174,492,255
20211121_172050.jpg,640,360,d8p-4,194,202,265,272
20211121_172050.jpg,640,360,d8p-1,382,220,442,275
20211121_172050.jpg,640,360,d6p-2,277,171,333,247
20211121_172050.jpg,640,360,d6p-3,319,246,387,319
20211121_172102.jpg,640,360,d6-6,225,17,281,77
20211121_172102.jpg,640,360,d6-6,338,237,398,300
20211121_172102.jpg,640,360,d10-10,203,170,273,228
20211121_172102.jpg,640,360,d10-9,268,41,323,110
20211121_172102.jpg,640,360,d10-7,440,168,512,229
20211121_172102.jpg,640,360,d10-4,379,205,435,265
20211121_172102.jpg,640,360,d8p-4,351,124,405,180
20211121_172102.jpg,640,360,d8p-3,288,225,333,285
20211121_172102.jpg,640,360,d6p-4,397,90,455,147
20211121_172102.jpg,640,360,d6p-5,408,253,478,324
20211121_172115.jpg,640,360,d6-2,451,150,506,209
20211121_172115.jpg,640,360,d6-3,275,189,322,244
20211121_172115.jpg,640,360,d10-6,300,15,360,75
20211121_172115.jpg,640,360,d10-4,318,190,364,257
20211121_172115.jpg,640,360,d10-7,310,144,363,202
20211121_172115.jpg,640,360,d10-4,383,127,436,192
20211121_172115.jpg,640,360,d6p-4,423,62,481,121
20211121_172115.jpg,640,360,d6p-6,342,64,396,122
20211121_172115.jpg,640,360,d8p-5,418,187,461,237
20211121_172115.jpg,640,360,d8p-2,225,281,279,336
20211121_172134.jpg,640,360,d6-4,288,59,333,109
20211121_172134.jpg,640,360,d6-4,343,182,394,229
20211121_172134.jpg,640,360,d6p-3,161,166,219,213
20211121_172134.jpg,640,360,d6p-6,214,204,272,261
20211121_172134.jpg,640,360,d10-8,276,255,336,316
20211121_172134.jpg,640,360,d10-2,341,136,397,179
20211121_172134.jpg,640,360,d10-3,201,61,257,112
20211121_172134.jpg,640,360,d10-7,229,111,281,168
20211121_172134.jpg,640,360,d8p-7,192,115,236,158
20211121_172134.jpg,640,360,d8p-7,372,99,416,149
20211121_172151.jpg,640,360,d6-4,99,146,160,204
20211121_172151.jpg,640,360,d6-2,114,237,184,297
20211121_172151.jpg,640,360,d6p-6,282,190,331,241
20211121_172151.jpg,640,360,d6p-1,274,40,335,110
20211121_172151.jpg,640,360,d10-8,211,270,279,329
20211121_172151.jpg,640,360,d10-3,362,246,424,313
20211121_172151.jpg,640,360,d10-3,432,216,501,277
20211121_172151.jpg,640,360,d10-8,125,68,197,127
20211121_172151.jpg,640,360,d8p-8,401,52,456,101
20211121_172151.jpg,640,360,d8p-3,171,184,230,242
20211121_172205.jpg,640,360,d6-1,278,16,337,80
20211121_172205.jpg,640,360,d10-1,392,65,458,133
20211121_172205.jpg,640,360,d10-1,243,131,304,188
20211121_172205.jpg,640,360,d10-5,212,181,274,237
20211121_172205.jpg,640,360,d10-3,245,226,304,283
20211121_172205.jpg,640,360,d6-2,221,298,277,353
20211121_172205.jpg,640,360,d6p-6,409,206,468,261
20211121_172205.jpg,640,360,d6p-2,455,145,513,194
20211121_172205.jpg,640,360,d8p-7,338,204,390,253
20211121_172205.jpg,640,360,d8p-1,166,238,213,292
20211121_172216.jpg,640,360,d6-3,413,60,476,123
20211121_172216.jpg,640,360,d6-2,434,157,504,227
20211121_172216.jpg,640,360,d10-8,284,44,357,117
20211121_172216.jpg,640,360,d10-2,436,257,520,341
20211121_172216.jpg,640,360,d10-2,304,254,372,322
20211121_172216.jpg,640,360,d10-6,214,188,283,257
20211121_172216.jpg,640,360,d6p-2,175,112,244,181
20211121_172216.jpg,640,360,d6p-6,176,236,250,310
20211121_172216.jpg,640,360,d8p-2,159,197,218,256
20211121_172216.jpg,640,360,d8p-8,348,146,413,211
20211121_172228.jpg,640,360,d6-5,387,126,443,182
20211121_172228.jpg,640,360,d6-3,441,231,496,286
20211121_172228.jpg,640,360,d10-6,273,126,337,190
20211121_172228.jpg,640,360,d10-3,375,236,439,300
20211121_172228.jpg,640,360,d10-8,131,153,193,215
20211121_172228.jpg,640,360,d10-8,421,160,476,215
20211121_172228.jpg,640,360,d6p-1,126,207,187,268
20211121_172228.jpg,640,360,d6p-1,481,90,541,150
20211121_172228.jpg,640,360,d8p-1,337,63,394,123
20211121_172228.jpg,640,360,d8p-1,198,36,249,88
20211121_172259.jpg,640,360,d6-5,432,218,477,260
20211121_172259.jpg,640,360,d6-1,353,300,401,351
20211121_172259.jpg,640,360,d6p-3,409,99,459,152
20211121_172259.jpg,640,360,d6p-5,163,163,213,206
20211121_172259.jpg,640,360,d8p-4,198,70,247,119
20211121_172259.jpg,640,360,d10-2,337,205,379,256
20211121_172259.jpg,640,360,d10-8,472,204,526,245
20211121_172259.jpg,640,360,d10-7,283,39,338,97
20211121_172259.jpg,640,360,d10-4,457,140,515,195
20211121_172259.jpg,640,360,d8p-7,441,254,489,301
20211121_172310.jpg,640,360,d6-4,343,262,409,326
20211121_172310.jpg,640,360,d6-1,214,201,280,258
20211121_172310.jpg,640,360,d6p-4,282,144,342,209
20211121_172310.jpg,640,360,d6p-1,228,262,293,321
20211121_172310.jpg,640,360,d10-10,473,120,537,186
20211121_172310.jpg,640,360,d10-8,442,224,514,289
20211121_172310.jpg,640,360,d10-7,134,175,201,241
20211121_172310.jpg,640,360,d10-1,204,121,278,191
20211121_172310.jpg,640,360,d8p-1,366,41,437,105
20211121_172310.jpg,640,360,d8p-4,363,189,416,247
20211121_172319.jpg,640,360,d6-5,177,181,231,225
20211121_172319.jpg,640,360,d6-3,273,294,328,353
20211121_172319.jpg,640,360,d6p-3,229,218,284,280
20211121_172319.jpg,640,360,d6p-6,301,136,361,197
20211121_172319.jpg,640,360,d8p-8,165,138,230,182
20211121_172319.jpg,640,360,d8p-4,409,62,468,121
20211121_172319.jpg,640,360,d10-6,252,45,310,115
20211121_172319.jpg,640,360,d10-4,408,129,471,189
20211121_172319.jpg,640,360,d10-5,433,188,497,249
20211121_172319.jpg,640,360,d10-1,352,203,406,268
20211121_172328.jpg,640,360,d6-1,200,85,263,145
20211121_172328.jpg,640,360,d6-4,481,113,541,173
20211121_172328.jpg,640,360,d6p-6,320,132,380,192
20211121_172328.jpg,640,360,d6p-6,305,270,360,332
20211121_172328.jpg,640,360,d8p-4,159,35,208,94
20211121_172328.jpg,640,360,d8p-1,483,59,540,118
20211121_172328.jpg,640,360,d10-6,310,22,372,92
20211121_172328.jpg,640,360,d10-2,151,160,227,221
20211121_172328.jpg,640,360,d10-5,249,230,320,292
20211121_172328.jpg,640,360,d10-3,389,201,458,267
20211121_172337.jpg,640,360,d6-2,278,128,337,182
20211121_172337.jpg,640,360,d6-5,386,260,436,317
20211121_172337.jpg,640,360,d6p-3,200,218,265,278
20211121_172337.jpg,640,360,d6p-3,479,189,539,258
20211121_172337.jpg,640,360,d8p-3,426,145,480,202
20211121_172337.jpg,640,360,d8p-8,230,38,287,99
20211121_172337.jpg,640,360,d10-7,198,163,260,221
20211121_172337.jpg,640,360,d10-5,147,259,209,309
20211121_172337.jpg,640,360,d10-10,334,252,391,316
20211121_172337.jpg,640,360,d10-6,428,233,480,297
20211121_172348.jpg,640,360,d6-2,336,205,391,260
20211121_172348.jpg,640,360,d6-3,311,272,368,331
20211121_172348.jpg,640,360,d6p-3,335,94,386,149
20211121_172348.jpg,640,360,d6p-1,155,229,223,289
20211121_172348.jpg,640,360,d8p-1,432,59,488,121
20211121_172348.jpg,640,360,d8p-1,274,37,331,92
20211121_172348.jpg,640,360,d10-3,177,83,234,147
20211121_172348.jpg,640,360,d10-1,222,104,274,169
20211121_172348.jpg,640,360,d10-2,428,134,489,192
20211121_172348.jpg,640,360,d10-6,378,196,441,248
20211121_172402.jpg,640,360,d6-5,331,120,376,163
20211121_172402.jpg,640,360,d6-6,325,212,379,269
20211121_172402.jpg,640,360,d6p-1,166,213,214,252
20211121_172402.jpg,640,360,d6p-4,155,163,208,218
20211121_172402.jpg,640,360,d8p-2,189,113,237,164
20211121_172402.jpg,640,360,d8p-2,328,303,377,356
20211121_172402.jpg,640,360,d10-6,252,161,311,214
20211121_172402.jpg,640,360,d10-4,411,175,467,224
20211121_172402.jpg,640,360,d10-7,379,114,434,166
20211121_172402.jpg,640,360,d10-3,312,36,370,82
20211121_172427.jpg,640,360,d6-4,276,138,314,179
20211121_172427.jpg,640,360,d6-3,374,299,420,348
20211121_172427.jpg,640,360,d6p-3,378,59,423,105
20211121_172427.jpg,640,360,d6p-2,140,124,191,173
20211121_172427.jpg,640,360,d8p-4,225,8,272,55
20211121_172427.jpg,640,360,d8p-8,237,241,277,296
20211121_172427.jpg,640,360,d10-5,387,155,435,211
20211121_172427.jpg,640,360,d10-10,435,90,487,146
20211121_172427.jpg,640,360,d10-7,435,204,482,258
20211121_172427.jpg,640,360,d10-4,290,184,341,238
20211121_172506.jpg,640,360,d6-1,232,246,289,300
20211121_172506.jpg,640,360,d6-4,481,102,531,153
20211121_172506.jpg,640,360,d6p-2,370,208,420,260
20211121_172506.jpg,640,360,d6p-2,293,107,346,160
20211121_172506.jpg,640,360,d8p-8,122,207,184,258
20211121_172506.jpg,640,360,d8p-5,306,173,357,225
20211121_172506.jpg,640,360,d10-9,222,180,286,228
20211121_172506.jpg,640,360,d10-3,390,123,451,181
20211121_172506.jpg,640,360,d10-9,473,55,527,114
20211121_172506.jpg,640,360,d10-5,521,130,578,187
20211121_172527.jpg,640,360,d6-2,363,35,423,94
20211121_172527.jpg,640,360,d6-4,420,105,483,161
20211121_172527.jpg,640,360,d6p-5,375,197,425,251
20211121_172527.jpg,640,360,d6p-1,415,237,480,305
20211121_172527.jpg,640,360,d8p-1,361,256,411,319
20211121_172527.jpg,640,360,d8p-7,284,260,338,316
20211121_172527.jpg,640,360,d10-1,223,194,293,256
20211121_172527.jpg,640,360,d10-6,155,149,212,221
20211121_172527.jpg,640,360,d10-9,252,45,313,108
20211121_172527.jpg,640,360,d10-8,425,162,492,230
20211121_172538.jpg,640,360,d6-5,324,94,383,146
20211121_172538.jpg,640,360,d6-4,425,184,480,236
20211121_172538.jpg,640,360,d6p-6,394,142,451,196
20211121_172538.jpg,640,360,d6p-3,275,174,323,223
20211121_172538.jpg,640,360,d8p-1,192,233,253,286
20211121_172538.jpg,640,360,d8p-1,298,265,356,315
20211121_172538.jpg,640,360,d10-7,227,125,283,193
20211121_172538.jpg,640,360,d10-3,309,217,360,275
20211121_172538.jpg,640,360,d10-7,361,198,421,253
20211121_172538.jpg,640,360,d10-8,321,152,377,208
20211121_172552.jpg,640,360,d6-5,460,117,521,171
20211121_172552.jpg,640,360,d6-2,465,204,521,261
20211121_172552.jpg,640,360,d6p-6,402,92,456,146
20211121_172552.jpg,640,360,d6p-4,250,116,308,173
20211121_172552.jpg,640,360,d8p-6,326,44,387,108
20211121_172552.jpg,640,360,d8p-7,337,216,391,273
20211121_172552.jpg,640,360,d10-7,203,205,272,268
20211121_172552.jpg,640,360,d10-8,264,248,316,314
20211121_172552.jpg,640,360,d10-9,325,166,384,219
20211121_172552.jpg,640,360,d10-1,390,151,455,209
20211121_172609.jpg,640,360,d6-4,233,59,287,112
20211121_172609.jpg,640,360,d6-4,308,195,360,254
20211121_172609.jpg,640,360,d6p-3,222,273,284,334
20211121_172609.jpg,640,360,d6p-5,434,98,492,159
20211121_172609.jpg,640,360,d10-6,204,177,272,240
20211121_172609.jpg,640,360,d8p-3,316,289,365,340
20211121_172609.jpg,640,360,d8p-1,360,225,410,273
20211121_172609.jpg,640,360,d10-10,470,190,536,248
20211121_172609.jpg,640,360,d10-2,478,128,532,192
20211121_172628.jpg,640,360,d6-5,401,96,455,148
20211121_172628.jpg,640,360,d6-1,472,122,530,180
20211121_172628.jpg,640,360,d6p-5,272,150,323,199
20211121_172628.jpg,640,360,d6p-4,314,277,371,344
20211121_172628.jpg,640,360,d8p-2,197,188,257,240
20211121_172628.jpg,640,360,d8p-1,263,9,325,66
20211121_172628.jpg,640,360,d10-7,184,59,248,117
20211121_172628.jpg,640,360,d10-4,356,168,417,229
20211121_172628.jpg,640,360,d10-1,424,151,479,205
20211121_172656.jpg,640,360,d6-3,360,134,411,180
20211121_172656.jpg,640,360,d6-5,219,36,266,87
20211121_172656.jpg,640,360,d6p-6,263,58,314,114
20211121_172656.jpg,640,360,d6p-5,230,160,284,213
20211121_172656.jpg,640,360,d10-3,92,216,162,280
20211121_172656.jpg,640,360,d10-8,314,270,375,339
20211121_172656.jpg,640,360,d10-9,408,113,460,180
20211121_172656.jpg,640,360,d8p-4,147,128,206,177
20211121_172656.jpg,640,360,d8p-7,159,19,214,71
20211121_172711.jpg,640,360,d6-5,235,67,286,113
20211121_172711.jpg,640,360,d6-2,456,160,511,213
20211121_172711.jpg,640,360,d6p-2,231,113,287,160
20211121_172711.jpg,640,360,d6p-5,138,148,200,199
20211121_172711.jpg,640,360,d8p-8,139,266,188,322
20211121_172711.jpg,640,360,d8p-1,282,260,334,317
20211121_172711.jpg,640,360,d10-8,393,206,456,260
20211121_172711.jpg,640,360,d10-1,299,46,352,109
20211121_172711.jpg,640,360,d10-2,106,184,166,237
20211121_172723.jpg,640,360,d6-5,172,57,226,111
20211121_172723.jpg,640,360,d6-3,378,59,434,115
20211121_172723.jpg,640,360,d6p-4,306,67,362,129
20211121_172723.jpg,640,360,d6p-2,138,104,194,152
20211121_172723.jpg,640,360,d10-1,205,101,263,165
20211121_172723.jpg,640,360,d10-2,327,131,382,194
20211121_172723.jpg,640,360,d10-7,87,270,158,325
20211121_172723.jpg,640,360,d8p-3,252,83,302,142
20211121_172723.jpg,640,360,d8p-5,438,168,501,228
20211121_172745.jpg,640,360,d6-4,232,56,293,123
20211121_172745.jpg,640,360,d6-3,284,192,345,254
20211121_172745.jpg,640,360,d6p-6,176,52,236,118
20211121_172745.jpg,640,360,d6p-5,72,151,141,208
20211121_172745.jpg,640,360,d8p-1,164,248,220,314
20211121_172745.jpg,640,360,d8p-3,227,219,279,279
20211121_172745.jpg,640,360,d10-7,88,87,156,147
20211121_172745.jpg,640,360,d10-6,373,120,442,188
20211121_172745.jpg,640,360,d10-5,445,150,515,216
20211121_172802.jpg,640,360,d6-6,383,119,436,166
20211121_172802.jpg,640,360,d6-4,395,232,445,285
20211121_172802.jpg,640,360,d6p-3,349,204,403,258
20211121_172802.jpg,640,360,d6p-2,136,97,194,155
20211121_172802.jpg,640,360,d8p-7,88,160,143,214
20211121_172802.jpg,640,360,d8p-8,193,93,244,151
20211121_172802.jpg,640,360,d10-3,138,149,202,204
20211121_172802.jpg,640,360,d10-7,173,196,243,247
20211121_172802.jpg,640,360,d10-3,267,58,321,126
20211121_172802.jpg,640,360,d10-1,411,154,475,208
20211121_172814.jpg,640,360,d6p-3,133,53,199,113
20211121_172814.jpg,640,360,d6p-2,467,194,531,253
20211121_172814.jpg,640,360,d8p-6,180,171,230,218
20211121_172814.jpg,640,360,d8p-1,333,214,383,270
20211121_172814.jpg,640,360,d6-2,260,57,313,108
20211121_172814.jpg,640,360,d6-2,230,97,283,142
20211121_172814.jpg,640,360,d10-8,161,113,220,170
20211121_172814.jpg,640,360,d10-3,235,141,298,200
20211121_172814.jpg,640,360,d10-6,217,208,275,262
20211121_172814.jpg,640,360,d10-8,274,233,333,302
20211121_172829.jpg,640,360,d6-5,331,244,382,300
20211121_172829.jpg,640,360,d6-3,465,81,517,131
20211121_172829.jpg,640,360,d6p-3,226,238,276,285
20211121_172829.jpg,640,360,d6p-1,419,108,474,161
20211121_172829.jpg,640,360,d8p-3,224,194,278,241
20211121_172829.jpg,640,360,d8p-8,397,167,449,225
20211121_172829.jpg,640,360,d10-5,204,92,267,157
20211121_172829.jpg,640,360,d10-3,370,129,414,192
20211121_172829.jpg,640,360,d10-4,417,48,470,114
20211121_172829.jpg,640,360,d10-10,264,263,326,323
20211121_172841.jpg,640,360,d6-6,317,244,362,293
20211121_172841.jpg,640,360,d6-1,361,234,401,279
20211121_172841.jpg,640,360,d6p-6,399,28,450,75
20211121_172841.jpg,640,360,d6p-6,275,218,316,263
20211121_172841.jpg,640,360,d8p-8,190,168,230,210
20211121_172841.jpg,640,360,d8p-6,268,256,307,292
20211121_172841.jpg,640,360,d10-3,391,97,437,155
20211121_172841.jpg,640,360,d10-3,428,150,475,204
20211121_172841.jpg,640,360,d10-8,417,257,469,309
20211121_172841.jpg,640,360,d10-3,214,202,262,250
20211121_172913.jpg,640,360,d6-3,290,203,337,247
20211121_172913.jpg,640,360,d6-1,288,45,343,101
20211121_172913.jpg,640,360,d6p-3,399,108,453,162
20211121_172913.jpg,640,360,d6p-5,298,141,354,189
20211121_172913.jpg,640,360,d8p-5,287,246,336,290
20211121_172913.jpg,640,360,d8p-3,332,184,377,232
20211121_172913.jpg,640,360,d10-10,237,231,292,282
20211121_172913.jpg,640,360,d10-8,448,202,504,260
